Xcoord	57485	94493	83571	65666	72542	86026	88077	72435	74031
Ycoord	6893688	6894359	6889543	6891201	6898457	6897547	6884381	6898436	6885089
network	pstats	pstats	pstats	pstats	pstats	pstats	pstats	pstats	pstats
name	Stryn-Kroken	RV15 Skjæeringsdalen	RV15 Fosnes	Stryn	Ptdata1	Ptdata2	Ptdata3	Ptdata4	Lotvatn
STNR	58900	58703	58670	58560					88.4.0
HOH	199	585	34	9	630	1253	1487	630	176
RefSystem	utm-33n	utm-33n	utm-33n	utm-33n	utm-33n	utm-33n	utm-33n	utm-33n	utm-33n
Point ID	1	2	3	4	11	12	13	14	10
06.09.1980	4.1	2.4	4.6	4.5	4.7	2.5	2.7	4.7	4.2
07.09.1980	8.8	4.2	5.7	6.1	3.3	4.1	2.6	3.3	3.4
08.09.1980	14.5	13.3	11	10.3	12.6	11.3	9.8	12.6	10.3
09.09.1980	24.1	12.9	17	20.9	20.7	14.6	12.7	20.7	18.2
10.09.1980	4.3	4	6.3	7.4	6.4	5.1	2.6	6.4	5.6
11.09.1980	0.9	4.1	2.9	1	3.8	4.8	3.2	3.8	4.4
12.09.1980	0	0.5	0	0	0.9	0.6	5.3	0.9	0
13.09.1980	4.3	0.6	0.7	2.2	1.7	2.7	3.4	1.7	0.7
14.09.1980	2.5	4.6	3.3	2.7	5.5	6.4	5.3	5.5	2.2
15.09.1980	6.3	12.8	10.9	7.9	7.3	13.2	7.8	7.3	5
16.09.1980	1.2	1.6	2.4	0.4	1.3	1.9	1.3	1.3	3.1
17.09.1980	5.6	1.7	9	6.3	5	5.3	6.2	5	8.8
18.09.1980	6	5	4.6	6.3	6	6.4	8.9	6	6.4
19.09.1980	3	1.8	0.7	2.4	2.3	3.5	4.6	2.3	2
20.09.1980	9.8	5.5	6.4	9.1	7.3	7.8	7.8	7.3	7.4
21.09.1980	0.1	0.8	1.6	0.4	0	2.2	1.5	0	1.1
22.09.1980	0.2	0.1	0.1	0.1	0	0	0.1	0	0
23.09.1980	0.3	0	0	0.1	0	0	0	0	0
24.09.1980	0.5	0.1	2.9	0.3	0	0.3	2.1	0	2.4
25.09.1980	4.1	2.9	1.7	4.2	5.1	4.2	4.5	5.1	4.2
26.09.1980	1.7	2.4	1.2	1.2	1.3	1.8	2.3	1.3	1.1
27.09.1980	0	0	0	0	0	0	0	0	0.5
28.09.1980	6.5	0.1	2	6	7.7	2.6	2.6	7.7	1.1
29.09.1980	16.2	5.1	7.3	13.4	8.7	7.4	8.1	8.7	12
30.09.1980	24.2	11.4	13.8	14.2	19.8	12.9	11	19.8	11
01.10.1980	17.5	4.3	17.1	17.5	13	12.8	9.3	13	14.2
02.10.1980	34.1	11.3	12.2	24.7	23.5	16.6	15.3	23.5	16.5
03.10.1980	7.2	2.1	2.7	4.9	5.2	3.9	2	5.2	4.6
04.10.1980	1.1	0.1	1.6	1.2	1.2	0.1	0.1	1.2	0.3
05.10.1980	0.7	3.9	1.1	3.3	2.9	5.4	4.2	2.9	0.8
06.10.1980	6.2	0	0	3.3	10.9	0	0	10.9	9.9
07.10.1980	0	12	0.1	0.1	14.8	17.6	14	14.8	3.1
08.10.1980	5.6	5.5	2.4	0.3	4.1	5.6	5.4	4.1	5.4
09.10.1980	13.3	0.9	5.1	6.6	4.5	5.6	5	4.5	5.8
10.10.1980	1.3	0	0	0	1.7	0	0	1.7	0
11.10.1980	4.4	3.7	4.8	5.4	4.6	4.5	5.4	4.6	5.6
12.10.1980	0.1	0.2	1.4	0.5	0	0.4	0.1	0	1.1
13.10.1980	2.4	6	7.6	6.1	4.5	5.9	5.2	4.5	6.9
14.10.1980	0.2	0.6	0.1	0.4	0	0.1	0.1	0	0
15.10.1980	0.1	0	0	0	0	0	0	0	0
16.10.1980	0.1	0	0	0	0	0	0	0	0
17.10.1980	0.1	0	0	0	0	0	0	0	0
18.10.1980	0	0	0	0	1.6	0	0	1.6	0
19.10.1980	18.7	15.3	10.3	15	20.1	16.2	15.6	20.1	9.3
20.10.1980	15.4	18.1	15	14.1	19.6	17.3	9.5	19.6	12.8
21.10.1980	4.9	2.2	6.4	5.7	3.5	3.6	1.9	3.5	4.7
22.10.1980	0	0	0	0	0	0	0	0	0
23.10.1980	0	0	0	0	0	0	0	0	0
24.10.1980	0	0	0	0	0	0	0	0	0
25.10.1980	0	0	0	0	0	0	0	0	0
26.10.1980	0	0	0	0	0	0	0	0	0
27.10.1980	0	0	0	0	0.2	0	0	0.2	0
28.10.1980	16.3	5.5	10.7	15.2	15	11.1	13.2	15	12.9
29.10.1980	4.3	0	0	7.9	5.5	0.1	0	5.5	5.7
30.10.1980	0	0	0	1.1	4	0	0	4	0.1
31.10.1980	0	0	0	0	0	0	0	0	0
01.11.1980	0	0	0	0	0	0	0	0	0
02.11.1980	0	0	0	0	0	0	0	0	0
03.11.1980	0	0	0	0	0	0	0	0	0
04.11.1980	0.1	0	0	0	0	0	0	0	0
05.11.1980	0.1	0	0	0	0	0	0	0	0
06.11.1980	0	0	0	0	0	0	0	0	0
07.11.1980	0	0	0	0	0	0	0	0	0
08.11.1980	5.4	5.8	7	2.5	5.1	7.3	10.1	5.1	7.7
09.11.1980	13	22.8	10.8	3.4	12.8	17.7	20.3	12.8	11.8
10.11.1980	2.4	0.7	0	1.1	1.9	0.1	0.1	1.9	0
11.11.1980	2.9	0	4.5	2.9	2.7	0.2	1.5	2.7	3.4
12.11.1980	1.8	0	0	0.7	0	0	0	0	0
13.11.1980	0.2	0	0	0.7	2.3	0	0	2.3	0
14.11.1980	5.9	0	0	10.9	6.1	0.1	0	6.1	13
15.11.1980	0.2	0	0	0	0	0	0	0	0
16.11.1980	9.6	5	4.1	8.7	9	8	7.7	9	6
17.11.1980	1	0	0	1.1	1	0	0	1	0.8
18.11.1980	0	0	0	5	15.8	0	0	15.8	4.6
19.11.1980	0	0	0	0	0	0	0	0	0
20.11.1980	5.4	0.1	3	3	3.6	0.1	4.8	3.6	0.1
21.11.1980	56.3	23.6	30.7	46.4	41.8	37.6	40	41.8	40.2
22.11.1980	10	4.7	11.4	12.8	8.1	8.4	5.2	8.1	7.5
23.11.1980	30.1	20.1	41.2	28	26	22	20.9	26	30.8
24.11.1980	24.4	22.6	11.7	20.5	16.8	18.1	16.3	16.8	15.8
25.11.1980	2.1	0	0	0.1	0	0	0	0	0
26.11.1980	0	0	0	0	0	0	0	0	0
27.11.1980	0.1	0	0	0	0	0	0	0	0
28.11.1980	0	0	0	0	0	0	0	0	0
29.11.1980	0	0	0	0	0	0	0	0	0
30.11.1980	0	0	0	0	0	0	0	0	0
01.12.1980	2.6	4.3	3.7	1.8	3.1	6	4	3.1	3.5
02.12.1980	23.5	13.1	11.4	12.9	18.6	14.8	11	18.6	9.3
03.12.1980	23.8	17.2	16.2	14.1	19	15.2	13.1	19	13
04.12.1980	18.6	12.3	8.2	9.3	13.6	12	8.8	13.6	4.8
05.12.1980	0	0	0	0	0	0	0	0	0
06.12.1980	0	0	0	0	0	0	0	0	0
07.12.1980	0	0	0	0	0	0	0	0	0
08.12.1980	12.2	7.1	20.7	17.9	16.2	11.4	5.5	16.2	9.8
09.12.1980	38.7	15.7	35.1	41.4	24.5	24	16.9	24.5	21.4
10.12.1980	3.1	2.5	2.8	5.9	3.3	2.9	0.2	3.3	5.6
11.12.1980	13.4	2.9	5.7	7.1	7	0.9	4.8	7	0.1
12.12.1980	13.6	4.9	10.4	17.3	12.8	8.8	6.6	12.8	15
13.12.1980	26.1	9.8	15.7	16.9	16	10.2	5.2	16	10.6
14.12.1980	6.2	1.3	9.4	9.3	4.9	1.4	0.7	4.9	0.6
15.12.1980	1	5.4	4.1	2.6	3.2	6.8	6.8	3.2	4.4
16.12.1980	0	1.1	1.3	0	1.4	1.6	0.1	1.4	0.5
17.12.1980	1.4	1.1	0.1	1.4	1.6	2	2.9	1.6	1.5
18.12.1980	7	20.4	5.9	7.5	19.3	11.8	10.9	19.3	8.1
19.12.1980	12.3	0.7	3.6	6	4.2	3.4	1.7	4.2	0.2
20.12.1980	0.2	0	0	0.5	0.5	0	0	0.5	1.2
21.12.1980	0	0	0	0	0	0	0	0	0
22.12.1980	0	0	0	0	0	0	0	0	0
23.12.1980	13	5.5	10.4	10.8	8.6	7.1	7.5	8.6	8.5
24.12.1980	19.7	13.9	17	16.9	21.4	13.1	14.1	21.4	13.3
25.12.1980	20.8	14.5	14.8	14.5	21.1	15.5	14.9	21.1	14.3
26.12.1980	15.8	3.6	11.4	17	11.2	8.4	7.4	11.2	15.9
27.12.1980	19.4	6.8	5.2	6.7	11.2	5.1	5.5	11.2	0.5
28.12.1980	14	6.5	10.5	7.4	9.7	6.6	4.7	9.7	6.3
29.12.1980	39.4	29.6	26.7	21.9	22.7	23.3	21.1	22.7	16.4
30.12.1980	41.4	27.9	9.8	26.8	20.8	25.8	22.8	20.8	10
31.12.1980	10.1	7.9	16.8	12.8	12	9.8	9	12	14.8
01.01.1981	32.8	20.1	23.8	30.9	27.6	22.7	22.1	27.6	26.2
02.01.1981	24.7	22.1	24.2	26.1	36.1	22.2	15.1	36.1	21.4
03.01.1981	0.5	0	0	0	0	0	0	0	0
04.01.1981	0	0	0	0	0	0	0	0	0
05.01.1981	0	0	0	0	0	0	0	0	0
06.01.1981	5.1	7.7	8.4	3.4	10.6	11.1	17.3	10.6	11
07.01.1981	6.3	5.2	2	4.7	6.4	5.5	3.2	6.4	2.1
08.01.1981	7.2	6.2	14.5	10	8	6.8	7	8	12.3
09.01.1981	26.1	7	14.1	17.1	16	9.1	4.9	16	12.8
10.01.1981	25.9	22	21.1	18.4	22.7	18.7	14.1	22.7	14.8
11.01.1981	3	6	2.8	1.4	3.8	3.6	1	3.8	0.2
12.01.1981	27	8.8	11.3	13.6	17	14.9	11	17	6.1
13.01.1981	22.2	18.1	13	16.1	19	18.7	21.2	19	14.8
14.01.1981	3	1.3	0.9	2.6	2	2.5	1.9	2	0.1
15.01.1981	26.9	15.5	21.6	15.3	28.6	16.9	13.2	28.6	17.5
16.01.1981	21.7	32.4	20	15.5	26.5	25.2	18.9	26.5	10.2
17.01.1981	4.1	6.7	4.5	3.2	7.3	4.6	3.9	7.3	3.3
18.01.1981	0	0	0	0	0	0	0	0	0
19.01.1981	0	0	0	0	0	0	0	0	0
20.01.1981	0.4	0	0	0.7	1.3	0	0	1.3	0
21.01.1981	0.1	1.3	5.1	2.7	0.5	1.3	1.1	0.5	0.7
22.01.1981	6.9	5.8	3.2	3.3	21.5	7.9	7.5	21.5	3.4
