0,1,2,3,4
56.9,10.21,10.65,26.88,104.64
48.45,12.75,9.78,26.55,97.53
67.25,17.48,13.82,35.84,134.39
84.58,14.47,13.73,35.8,148.58
62.14,10.26,9.56,25.16,107.12
42.98,9.99,7.77,20.95,81.69
43.15,9.32,7.86,19.56,79.89
37.25,8.69,6.98,17.19,70.11
35.12,8.22,6.28,15.7,65.32
30.57,8.05,5.71,13.89,58.22
31.1,8.15,5.61,12.84,57.7
30.5,7.69,5.93,13.4,57.52
30.89,6.82,5.37,11.89,54.97
12.95,12.7,12.69,58.28,96.62
148.85,10.76,14.23,63.63,237.47
60.77,8.68,8.65,38.41,116.51
60.09,9.66,8.24,34.05,112.04
68.54,9.86,8.58,31.69,118.67
44.53,6.95,5.9,19.75,77.13
28.39,6.8,4.69,17.88,57.76
32.23,6.6,4.39,21.03,64.25
28.48,6.37,4.25,14.82,53.92
101.05,14.54,26.62,32.47,174.68
94.57,11.17,13.11,24.68,143.53
46.81,7.01,7.42,16.81,78.05
32.55,5.47,6.85,13.09,57.96
29.79,6.98,14.01,15.64,66.42
34.44,8.17,16.89,24.06,83.56
108.84,9.59,30.41,41.39,190.23
60.33,7.57,16.26,21.01,105.17
39.07,6.23,11.81,15.76,72.87
36.36,10.17,17.86,28.85,93.24
299.85,23.13,71.52,100.04,494.54
160.19,12.17,26.71,47.09,246.16
82.05,9.68,14.92,26.59,133.24
47.64,7.42,10.83,20.88,86.77
41.6,5.9,9.68,17.78,74.96
31.32,4.55,6.72,12.48,55.07
29.69,4.16,5.92,11.36,51.13
28.63,3.63,5.34,9.43,47.03
23.99,3.31,4.48,7.94,39.72
21.19,3.18,3.91,6.91,35.19
21.62,3.01,4.18,7.17,35.98
19.5,3.21,3.8,7.5,34.01
22.53,4.09,4.83,11.38,42.83
36.08,3.61,6.31,15.25,61.25
29.69,2.88,4.11,8.84,45.52
20.0,2.89,3.83,11.59,38.31
102.59,17.88,44.71,65.47,230.65
336.62,15.79,53.36,93.19,498.96
116.6,12.92,21.65,49.24,200.41
102.87,9.11,16.44,36.76,165.18
54.61,7.1,11.62,26.04,99.37
81.39,8.58,13.5,28.05,131.52
58.46,7.05,10.55,20.2,96.26
49.1,6.4,9.46,18.77,83.73
62.45,5.17,10.06,21.41,99.09
55.56,5.65,10.63,21.31,93.15
49.98,4.5,8.84,16.05,79.37
36.33,3.76,7.02,12.06,59.17
30.31,3.94,6.36,9.89,50.5
25.99,3.35,5.38,9.84,44.56
24.2,3.0,4.6,8.91,40.71
21.03,2.62,3.9,7.11,34.66
32.83,5.59,11.37,17.03,66.82
38.9,3.56,7.9,11.79,62.15
26.28,2.94,5.31,8.52,43.05
20.57,2.93,4.29,6.83,34.62
21.61,3.02,4.44,5.94,35.01
15.93,3.83,4.72,8.24,32.72
34.6,6.31,21.36,17.49,79.76
61.94,7.61,20.19,25.92,115.66
61.56,5.47,14.22,23.16,104.41
37.09,4.04,8.7,13.99,63.82
28.42,3.58,6.78,10.59,49.37
21.72,6.22,11.29,16.37,55.6
82.32,6.34,16.62,27.26,132.54
41.88,4.32,9.09,15.16,70.45
30.74,3.91,7.42,11.27,53.34
28.09,3.65,7.15,9.46,48.35
24.08,3.46,6.42,8.76,42.72
24.39,3.26,8.28,8.32,44.25
24.75,3.08,8.34,9.99,46.16
30.32,15.08,18.67,17.47,81.54
395.93,53.91,137.8,74.84,662.48
147.45,14.28,36.02,38.12,235.87
75.14,9.07,18.97,25.17,128.35
47.0,7.62,13.1,19.69,87.41
116.04,18.42,59.34,31.36,225.16
128.96,11.18,32.48,30.23,202.85
63.64,7.64,17.45,20.35,109.08
44.58,6.15,12.38,15.43,78.54
35.85,5.22,10.0,12.64,63.71
30.64,4.61,8.5,10.86,54.61
28.87,4.12,7.55,9.65,50.19
25.65,3.81,6.66,8.51,44.63
23.63,3.5300000000000002,6.16,7.98,41.3
22.04,3.23,5.53,7.18,37.98
20.34,3.02,5.1,6.5,34.96
19.05,2.98,4.75,5.94,32.72
18.54,2.84,4.68,5.5600000000000005,31.62
17.83,3.07,4.63,5.37,30.9
20.33,3.69,6.31,6.67,37.0
27.9,3.47,7.6,7.78,46.75
25.21,3.35,6.07,7.37,42.0
24.96,4.92,6.8100000000000005,12.76,49.45
47.64,6.07,8.88,34.84,97.43
42.86,4.14,6.88,17.75,71.63
30.25,3.56,5.68,12.85,52.34
26.68,3.36,5.13,11.23,46.4
25.24,4.28,8.13,12.35,50.0
28.89,3.98,8.48,15.68,57.03
29.25,3.9699999999999998,7.34,19.88,60.44
29.21,3.47,6.34,16.09,55.11
24.75,3.66,5.95,13.1,47.46
51.36,6.84,18.81,28.47,105.48
44.13,5.75,11.95,21.23,83.06
39.02,4.87,10.22,18.56,72.67
31.83,3.99,7.93,14.15,57.9
27.52,3.59,6.69,11.7,49.5
24.98,3.35,6.17,10.45,44.95
24.51,4.2,6.6,10.45,45.76
24.81,3.37,5.78,9.24,43.2
21.42,2.92,4.89,7.9,37.13
18.96,2.74,4.24,6.96,32.9
18.0,2.54,4.03,6.27,30.84
18.12,2.49,4.66,6.16,31.43
14.61,1.98,2.88,4.57,24.04
11.18,1.9100000000000001,3.38,4.41,20.88
12.96,2.2,3.8,4.43,23.39
13.83,2.73,4.51,5.58,26.65
27.25,5.1,8.49,17.43,58.27
43.22,4.13,8.71,13.75,69.81
40.12,3.63,9.72,11.63,65.1
38.02,3.38,10.07,10.27,61.74
33.31,2.98,8.42,9.33,54.04
32.64,2.55,7.84,8.45,51.48
30.6,4.63,12.07,10.47,57.77
118.31,7.6,37.73,26.15,189.79
125.9,6.22,36.98,26.72,195.82
65.45,4.31,19.3,17.28,106.34
44.43,3.71,13.03,13.57,74.74
37.72,3.44,11.48,11.87,64.51
31.46,3.23,8.77,10.05,53.51
25.88,3.24,7.78,9.6,46.5
28.32,3.98,11.74,9.77,53.81
59.32,3.95,19.5,11.97,94.74
43.36,3.5,13.77,10.69,71.32
38.3,3.51,13.05,10.68,65.54
33.12,3.36,11.64,10.26,58.38
62.2,6.92,26.63,16.98,112.73
80.61,4.66,25.65,16.21,127.13
75.97,4.46,31.2,17.92,129.55
108.78,4.13,42.58,19.61,175.1
92.34,3.81,31.66,17.27,145.08
77.41,3.65,25.16,17.15,123.37
57.37,3.33,19.06,14.56,94.32
46.51,3.03,14.55,12.06,76.15
38.03,3.01,12.24,9.69,62.97
31.58,3.12,11.96,9.72,56.38
31.52,2.86,10.97,9.72,55.07
34.05,2.7,10.59,9.4,56.74
31.06,2.45,8.34,8.03,49.88
27.42,2.6,8.24,7.44,45.7
24.63,2.64,7.49,7.17,41.93
25.57,2.6,7.88,6.94,42.99
26.14,2.43,7.41,6.16,42.14
23.81,2.42,6.71,5.7,38.64
19.46,2.43,6.25,5.68,33.82
20.57,2.2800000000000002,5.94,5.5600000000000005,34.35
19.43,2.19,5.68,5.2,32.5
20.71,2.15,5.67,5.31,33.84
15.6,2.21,5.08,4.51,27.4
13.43,2.34,6.8100000000000005,5.21,27.79
11.09,2.51,6.45,4.83,24.88
25.38,4.09,14.54,8.42,52.43
36.89,4.38,15.16,9.48,65.91
26.15,4.29,12.3,7.91,50.65
24.43,3.8200000000000003,11.73,8.43,48.41
29.69,4.32,11.7,11.9,57.61
43.43,4.39,14.26,14.09,76.17
38.23,3.35,11.86,12.06,65.5
48.31,4.55,15.63,14.77,83.26
94.68,4.36,26.35,18.2,143.59
78.66,3.47,19.63,12.98,114.74
38.95,3.67,14.32,10.56,67.5
31.43,3.68,12.76,10.3,58.17
26.3,3.51,10.78,7.0,47.59
23.0,3.5700000000000003,10.68,6.05,43.3
22.82,3.52,10.81,6.41,43.56
16.75,4.05,10.84,5.64,37.28
26.82,4.24,-99.0,4.89,35.95
18.57,6.44,-99.0,4.4,29.41
12.07,7.52,-99.0,3.92,23.51
12.23,6.46,-99.0,3.69,22.38
13.82,4.31,-99.0,3.46,21.59
13.85,2.81,-99.0,3.23,19.89
16.11,2.13,-99.0,3.23,21.47
18.12,1.9100000000000001,-99.0,3.23,23.26
17.75,1.73,-99.0,3.23,22.71
16.92,1.6400000000000001,-99.0,3.23,21.79
18.95,1.6,-99.0,3.23,23.78
18.28,1.54,-99.0,3.23,23.05
19.66,1.57,-99.0,3.23,24.46
18.65,1.62,-99.0,3.23,23.5
18.27,1.7000000000000002,-99.0,3.23,23.2
16.7,1.5899999999999999,-99.0,3.23,21.52
17.13,1.51,-99.0,3.23,21.87
16.98,1.44,-99.0,3.23,21.65
16.85,1.83,-99.0,3.23,21.91
20.8,2.11,-99.0,5.0,27.91
25.6,1.74,-99.0,4.64,31.98
21.7,1.58,-99.0,5.95,29.23
19.66,1.48,-99.0,4.94,26.08
18.25,1.46,-99.0,4.62,24.33
18.44,1.4100000000000001,-99.0,3.85,23.7
17.76,1.3599999999999999,-99.0,3.61,22.73
17.01,1.31,-99.0,3.71,22.03
14.57,1.33,-99.0,3.75,19.65
14.39,1.3599999999999999,-99.0,3.8,19.55
11.76,1.31,-99.0,3.87,16.94
12.12,1.26,-99.0,3.87,17.25
11.97,1.26,-99.0,3.83,17.06
9.99,1.24,-99.0,3.77,15.0
9.31,1.2,-99.0,3.76,14.27
11.37,1.2,-99.0,2.93,15.5
11.15,1.17,-99.0,2.5300000000000002,14.85
10.24,1.1400000000000001,-99.0,2.52,13.9
9.4,1.1400000000000001,-99.0,2.5300000000000002,13.07
10.16,1.1400000000000001,-99.0,2.87,14.17
11.07,1.1,-99.0,2.73,14.9
6.16,1.08,5.7,2.46,15.4
6.65,1.08,4.64,2.5300000000000002,14.9
6.91,1.07,4.65,2.43,15.06
7.66,1.05,3.38,2.2800000000000002,14.37
7.1,1.03,3.08,2.2800000000000002,13.49
6.14,1.02,2.8200000000000003,2.2800000000000002,12.26
5.27,1.02,3.13,2.25,11.67
5.37,1.02,2.89,2.25,11.53
6.09,1.02,2.66,2.25,12.02
6.39,1.01,2.43,2.25,12.08
5.87,1.0,2.33,2.25,11.45
5.89,0.99,2.39,2.22,11.49
6.02,1.02,2.76,1.9500000000000002,11.75
7.82,1.02,3.07,2.13,14.04
8.2,1.02,2.86,2.09,14.17
7.96,1.02,2.81,2.09,13.88
5.16,1.02,3.92,2.09,12.19
3.3,1.02,5.76,2.09,12.17
4.85,1.2,4.41,2.09,12.55
6.89,1.11,2.65,2.09,12.74
5.8,1.1400000000000001,2.7800000000000002,2.09,11.81
6.1,1.08,2.61,2.09,11.88
4.8,1.08,3.5300000000000002,2.09,11.5
3.89,1.03,4.42,2.09,11.43
5.05,1.02,3.18,2.09,11.34
5.6,0.97,2.41,2.09,11.07
5.22,0.98,2.39,2.09,10.68
4.86,1.02,2.51,2.09,10.48
5.01,1.02,2.43,2.09,10.55
5.27,1.02,2.46,2.09,10.84
4.8,1.02,2.81,2.09,10.72
2.62,1.02,4.23,2.09,9.96
5.3,1.04,3.02,2.09,11.45
5.4,1.08,2.43,2.09,11.0
5.25,1.08,2.43,2.08,10.84
4.94,1.08,2.42,2.08,10.52
4.95,1.04,2.35,2.06,10.4
5.1,1.02,2.32,2.06,10.5
2.48,1.0,3.63,2.06,9.17
0.87,0.97,5.13,2.06,9.03
0.47000000000000003,0.99,6.17,2.06,9.69
4.0,1.01,2.83,2.06,9.9
4.48,0.98,2.15,2.1,9.71
4.44,0.97,2.21,2.04,9.66
4.8,0.97,2.17,1.77,9.71
4.98,1.0,2.2,1.71,9.89
5.04,0.98,2.22,1.69,9.93
5.03,0.97,2.18,1.72,9.9
4.84,0.97,2.32,1.54,9.67
5.5,0.97,2.27,1.57,10.31
6.13,0.98,2.66,1.7000000000000002,11.47
7.19,0.97,2.79,1.74,12.69
7.75,1.3599999999999999,3.36,2.51,14.98
9.95,3.29,5.37,6.76,25.37
22.88,3.08,7.3,5.93,39.19
26.97,2.01,8.48,4.41,41.87
25.43,1.58,8.72,3.68,39.41
27.17,2.18,11.04,4.83,45.22
29.65,12.97,22.99,13.28,78.89
75.52,16.14,31.03,14.4,137.09
89.55,13.7,35.37,18.12,156.74
88.34,7.91,35.39,18.6,150.24
89.63,5.28,35.64,18.29,148.84
79.59,3.99,31.19,14.16,128.93
64.7,3.38,25.12,12.69,105.89
52.86,3.05,20.8,11.21,87.92
51.54,3.8,22.72,12.04,90.1
78.26,4.35,30.42,14.1,127.13
69.25,3.54,26.92,12.32,112.03
55.92,3.24,23.12,10.91,93.19
59.7,3.6,25.98,10.93,100.21
58.71,3.66,27.54,11.38,101.29
58.32,3.79,27.87,11.33,101.31
58.94,3.93,28.79,11.84,103.5
63.14,4.21,29.97,13.25,110.57
64.9,4.67,31.25,14.03,114.85
72.57,5.5600000000000005,34.1,17.36,129.59
143.1,11.64,70.81,30.7,256.25
214.74,14.23,86.55,46.39,361.91
208.01,15.17,88.99,58.27,370.44
214.72,18.45,89.91,74.54,397.62
267.41,19.81,91.42,91.72,470.36
239.39,17.39,71.01,89.09,416.88
205.66,13.77,56.23,78.08,353.74
135.8,10.34,38.73,57.75,242.62
138.32,10.19,40.88,55.44,244.83
173.86,13.55,52.99,68.9,309.3
206.18,14.03,53.85,85.36,359.42
166.16,12.24,40.25,78.03,296.68
129.98,10.48,33.39,67.83,241.68
106.52,9.0,27.59,56.47,199.58
96.49,8.22,25.43,48.63,178.77
96.86,9.92,27.65,52.68,187.11
129.34,11.57,33.0,65.12,239.03
112.14,11.75,30.92,64.12,218.93
118.47,15.96,39.55,80.68,254.66
210.89,24.21,58.86,117.53,411.49
330.64,32.46,73.58,146.01,582.69
298.97,21.75,45.28,140.5,506.5
182.73,19.48,34.34,124.99,361.54
215.55,22.23,41.03,126.4,405.21
211.44,20.13,48.14,114.86,394.57
180.36,17.4,43.72,100.83,342.31
113.94,11.48,25.68,66.61,217.71
80.86,10.01,19.55,49.51,159.93
77.86,11.82,20.94,53.18,163.8
102.2,17.3,26.04,76.25,221.79
152.73,21.12,36.24,99.93,310.02
215.52,24.57,46.77,117.17,404.03
187.79,21.38,36.26,103.02,348.45
162.2,18.03,35.05,106.29,321.57
121.71,14.18,22.89,81.36,240.14
91.83,12.18,16.7,68.11,188.82
100.1,15.5,21.5,76.91,214.01
105.8,12.43,19.29,68.62,206.14
87.39,11.2,15.83,54.51,168.93
105.91,11.79,20.59,53.75,192.04
90.69,8.42,18.43,40.56,158.1
65.53,7.66,13.67,35.79,122.65
51.43,8.7,12.65,35.99,108.77
64.73,9.47,13.43,38.27,125.9
62.63,8.68,12.82,36.43,120.56
58.75,7.64,11.37,32.93,110.69
51.35,6.82,9.13,27.91,95.21
41.0,7.22,8.64,23.78,80.64
41.82,6.79,8.68,21.98,79.27
38.29,7.22,7.74,22.2,75.45
41.28,6.82,8.05,21.71,77.86
37.59,7.78,9.23,24.84,79.44
51.25,6.26,9.35,22.58,89.44
47.98,6.57,7.8100000000000005,18.16,80.52
41.51,5.05,6.83,15.12,68.51
30.08,4.49,5.94,13.17,53.68
29.94,4.01,5.49,13.4,52.84
27.42,4.06,5.17,11.93,48.58
25.22,3.89,4.59,17.51,51.21
33.65,3.27,4.28,12.33,53.53
23.75,2.99,3.55,9.23,39.52
20.23,2.7800000000000002,3.5,8.11,34.62
20.16,3.55,3.5300000000000002,8.04,35.28
36.38,5.21,6.85,9.38,57.82
33.89,3.71,5.52,9.43,52.55
32.23,3.33,5.42,10.14,51.12
26.78,3.7199999999999998,4.96,9.5,44.96
45.24,5.38,16.19,15.33,82.14
59.26,5.93,15.95,22.96,104.1
41.51,4.42,8.56,15.61,70.1
33.56,3.7199999999999998,6.53,11.84,55.65
27.98,3.5700000000000003,5.19,9.52,46.26
22.73,3.07,4.38,8.37,38.55
18.86,2.65,3.69,7.25,32.45
14.13,4.61,5.78,7.8,32.32
25.06,7.61,15.89,13.43,61.99
96.95,8.52,35.71,22.98,164.16
49.99,4.78,16.28,15.31,86.36
32.13,3.8200000000000003,9.19,9.8,54.94
23.44,3.69,7.08,9.75,43.96
14.81,3.6,6.08,22.37,46.86
26.23,5.03,9.18,21.14,61.58
30.57,3.65,9.24,14.39,57.85
25.35,3.09,7.8100000000000005,10.07,46.32
21.74,3.35,9.19,9.57,43.85
21.7,3.11,6.72,9.06,40.59
9.67,3.81,5.47,16.36,35.31
37.15,7.98,8.67,14.88,68.68
36.45,12.22,6.75,12.69,68.11
69.76,10.87,7.59,19.02,107.24
44.72,6.64,6.05,12.38,69.79
29.27,4.72,4.39,8.38,46.76
24.88,7.5600000000000005,5.14,17.44,55.02
78.59,13.5,16.76,18.68,127.53
69.63,9.43,18.55,16.4,114.01
45.52,6.83,11.25,13.28,76.88
35.95,5.17,7.59,10.56,59.27
27.18,3.88,5.2,7.51,43.77
20.25,3.46,4.12,6.14,33.97
18.51,3.1,4.01,5.27,30.89
20.79,6.55,3.83,4.5600000000000005,35.73
29.72,5.92,10.54,12.14,58.32
23.14,4.0,5.33,5.37,37.84
15.97,3.39,3.7199999999999998,4.03,27.11
10.36,3.45,2.94,6.45,23.2
12.07,3.11,2.5300000000000002,4.47,22.18
12.35,2.92,2.45,4.01,21.73
10.91,2.41,2.21,2.94,18.47
9.27,2.12,2.0,2.51,15.9
8.58,1.87,2.62,2.14,15.21
7.22,1.67,1.9,1.8599999999999999,12.65
4.8100000000000005,1.65,1.6099999999999999,1.6400000000000001,9.71
4.85,1.49,1.48,1.48,9.3
4.33,2.07,1.83,2.26,10.49
11.55,1.9,2.34,2.59,18.38
9.08,1.69,2.07,2.14,14.98
6.88,1.53,1.71,1.97,12.09
6.35,1.72,1.48,1.74,11.29
5.86,1.43,1.35,1.57,10.21
5.08,1.26,1.15,1.33,8.82
4.74,1.16,1.04,1.23,8.17
4.41,1.1400000000000001,0.9400000000000001,1.18,7.67
4.22,1.13,0.96,1.11,7.42
3.95,1.08,0.9400000000000001,1.09,7.06
3.89,1.02,0.88,1.07,6.86
3.9,0.97,0.79,0.9500000000000001,6.61
3.61,0.97,0.77,0.91,6.26
3.51,0.97,0.78,0.88,6.14
3.43,1.08,0.86,0.92,6.29
3.9,1.05,0.89,0.87,6.71
3.81,1.05,0.96,0.84,6.66
3.91,1.33,1.3900000000000001,0.96,7.59
7.64,2.23,2.05,1.97,13.89
14.32,1.99,2.55,3.02,21.88
14.16,1.6800000000000002,2.09,2.8,20.73
10.82,1.5,1.76,1.9500000000000002,16.03
8.14,1.32,1.49,1.55,12.5
6.45,1.27,1.28,1.3,10.3
5.34,1.42,1.33,1.31,9.4
5.75,1.33,1.4,1.44,9.92
5.41,1.25,1.25,1.4,9.31
5.16,1.19,1.12,1.24,8.71
4.93,1.13,1.04,1.1400000000000001,8.24
4.69,1.08,0.97,1.04,7.78
1.48,1.6600000000000001,1.1400000000000001,3.69,7.97
19.34,3.68,2.39,9.52,34.93
33.94,2.7800000000000002,3.77,6.04,46.53
47.66,7.97,10.07,16.61,82.31
64.24,7.65,11.7,17.45,101.04
103.78,10.77,17.23,34.55,166.33
97.96,9.39,14.4,21.62,143.37
46.35,5.82,7.86,12.43,72.46
32.74,5.67,5.96,9.43,53.8
51.41,7.24,7.31,11.65,77.61
43.28,5.5,6.57,8.21,63.56
47.18,10.56,14.91,20.11,92.76
76.34,8.61,15.83,20.25,121.03
57.09,6.51,10.54,14.54,88.68
39.6,5.45,7.1,10.29,62.44
32.08,6.25,7.77,12.13,58.23
55.05,8.95,13.11,28.3,105.41
88.84,11.03,25.68,32.54,158.09
111.01,9.37,23.8,25.18,169.36
56.24,6.57,11.51,15.16,89.48
38.35,5.82,8.74,13.0,65.91
33.09,5.93,7.89,12.56,59.47
64.02,8.06,11.45,26.8,110.33
94.1,8.05,14.2,18.93,135.28
63.86,5.32,10.25,13.27,92.7
42.51,3.93,6.17,10.23,62.84
32.55,3.69,4.72,8.47,49.43
29.7,3.43,4.2,7.23,44.56
28.54,3.14,3.65,6.76,42.09
26.89,2.71,3.12,5.78,38.5
23.67,2.5,3.07,5.15,34.39
19.62,2.45,2.93,4.3,29.3
17.12,2.2800000000000002,2.87,3.79,26.06
18.84,2.11,2.01,3.42,26.38
18.54,2.31,2.68,3.47,27.0
20.71,2.07,2.35,2.76,27.89
5.98,2.07,2.31,2.09,12.45
7.61,2.29,3.23,2.29,15.42
10.83,2.05,2.54,2.24,17.66
3.24,1.9500000000000002,2.92,2.22,10.33
6.58,1.88,3.36,2.21,14.03
7.22,1.98,2.5700000000000003,2.41,14.18
6.57,2.18,2.37,2.63,13.75
6.2,2.48,2.55,3.8200000000000003,15.05
13.11,2.31,2.74,5.17,23.33
14.62,2.01,2.2800000000000002,4.24,23.15
10.83,1.92,2.38,3.69,18.82
9.14,1.9,2.32,3.4,16.76
8.59,1.87,2.26,3.04,15.76
10.07,1.82,2.47,3.19,17.55
9.69,1.9,1.9500000000000002,2.05,15.59
-0.96,2.26,3.74,1.67,6.71
-4.91,2.5700000000000003,6.39,1.3599999999999999,5.41
-5.65,3.02,7.53,1.67,6.57
0.67,2.58,9.63,2.95,15.83
7.27,1.75,8.98,3.52,21.52
8.19,1.6800000000000002,7.58,3.7199999999999998,21.17
8.53,1.65,6.33,2.75,19.26
4.12,2.6,6.19,2.19,15.1
-3.1,2.51,8.14,1.9100000000000001,9.46
-4.08,1.82,7.35,1.3599999999999999,6.45
-2.29,1.63,6.65,1.67,7.66
-0.51,1.81,4.49,1.67,7.46
0.9400000000000001,1.92,4.08,1.9100000000000001,8.85
2.65,1.99,2.76,2.02,9.42
2.49,2.06,2.65,1.9300000000000002,9.13
3.52,2.11,2.51,1.9100000000000001,10.05
4.58,1.98,2.31,1.8,10.67
3.27,1.81,2.12,1.56,8.76
3.55,1.72,1.83,1.42,8.52
3.81,1.6600000000000001,1.8,1.42,8.69
4.83,1.52,1.56,1.29,9.2
6.09,1.46,1.4,1.26,10.21
5.48,1.5,1.35,1.27,9.6
4.47,1.49,1.32,1.25,8.53
4.76,1.47,1.28,1.19,8.7
3.92,1.47,1.28,1.1400000000000001,7.8100000000000005
4.86,1.42,1.26,1.08,8.62
4.21,1.3599999999999999,1.25,0.97,7.79
3.94,1.33,1.1400000000000001,0.87,7.28
3.41,1.33,1.02,0.8,6.5600000000000005
3.16,1.3900000000000001,0.93,0.78,6.26
3.02,1.44,0.89,0.9400000000000001,6.29
3.09,1.44,0.92,0.85,6.3
3.1,1.4,0.9500000000000001,0.8200000000000001,6.27
2.51,1.43,0.9,0.77,5.61
2.0,1.57,0.76,0.72,5.05
1.72,2.07,0.6900000000000001,0.67,5.15
3.89,-99.0,0.7000000000000001,0.62,5.21
3.38,-99.0,0.91,0.59,4.88
3.21,-99.0,1.34,0.5700000000000001,5.12
3.3,-99.0,1.5,0.5700000000000001,5.37
3.2800000000000002,-99.0,1.5899999999999999,0.56,5.43
3.31,-99.0,1.25,0.54,5.1
3.32,-99.0,0.92,0.52,4.76
3.45,-99.0,0.8300000000000001,0.51,4.79
3.17,-99.0,1.21,0.48,4.86
2.66,-99.0,1.81,0.49,4.96
1.82,-99.0,2.93,0.78,5.53
2.17,-99.0,2.58,0.87,5.62
2.19,-99.0,2.58,0.88,5.65
1.87,-99.0,2.66,0.86,5.39
2.22,-99.0,2.61,0.84,5.67
2.56,-99.0,2.43,0.8300000000000001,5.82
2.94,-99.0,2.26,0.81,6.01
3.2,-99.0,2.2,0.79,6.19
3.15,-99.0,2.07,0.77,5.99
3.23,-99.0,1.9300000000000002,0.75,5.91
3.33,-99.0,1.79,0.74,5.86
3.09,-99.0,1.62,0.58,5.29
3.17,-99.0,1.5899999999999999,0.52,5.28
3.01,-99.0,1.54,0.49,5.04
2.93,-99.0,1.49,0.51,4.93
2.98,-99.0,1.43,0.54,4.95
3.33,-99.0,1.34,0.56,5.23
3.7800000000000002,-99.0,1.2,0.59,5.57
6.31,-99.0,1.32,0.62,8.25
5.51,-99.0,1.45,0.68,7.64
3.99,-99.0,2.84,0.74,7.57
3.22,-99.0,2.47,0.78,6.47
-1.02,-99.0,9.08,0.8200000000000001,8.88
-3.19,-99.0,16.81,0.96,14.58
0.37,-99.0,6.64,1.1400000000000001,8.15
-1.22,-99.0,9.32,1.37,9.47
-4.12,-99.0,14.62,1.52,12.02
1.6099999999999999,-99.0,5.33,1.43,8.37
2.7,-99.0,3.8200000000000003,1.46,7.98
3.44,-99.0,3.35,1.71,8.5
4.01,-99.0,3.3,1.81,9.12
4.66,-99.0,2.79,1.69,9.14
4.93,-99.0,2.67,1.57,9.17
5.09,-99.0,2.5300000000000002,1.58,9.2
4.52,-99.0,2.23,1.46,8.21
4.79,-99.0,2.06,1.2,8.05
5.47,-99.0,1.99,1.2,8.66
5.45,-99.0,2.86,1.45,9.76
7.15,-99.0,2.9,1.51,11.56
6.36,-99.0,2.67,1.47,10.5
6.85,-99.0,2.52,1.3900000000000001,10.76
6.84,-99.0,2.34,1.07,10.25
4.25,-99.0,2.39,1.01,7.65
4.92,-99.0,2.47,1.0,8.39
5.55,-99.0,2.24,0.9,8.69
5.8100000000000005,-99.0,1.9100000000000001,1.02,8.74
5.87,-99.0,1.75,0.88,8.5
5.75,-99.0,1.83,0.76,8.34
5.59,-99.0,1.75,0.74,8.08
5.52,-99.0,1.6600000000000001,0.88,8.06
5.91,-99.0,1.6,1.06,8.57
6.33,-99.0,1.77,1.31,9.41
6.27,-99.0,1.8599999999999999,1.32,9.45
7.31,-99.0,1.51,1.27,10.09
8.19,-99.0,1.35,1.24,10.78
7.38,-99.0,1.29,1.18,9.85
6.37,-99.0,1.28,1.12,8.77
8.22,-99.0,1.26,1.08,10.56
7.4,-99.0,1.25,1.05,9.7
5.22,-99.0,1.71,1.02,7.95
5.36,-99.0,1.6800000000000002,0.99,8.03
5.19,-99.0,1.47,0.96,7.62
5.11,-99.0,1.4,0.93,7.44
5.2,-99.0,1.31,0.89,7.4
5.16,-99.0,1.18,0.86,7.2
4.86,-99.0,1.16,0.8300000000000001,6.85
4.66,-99.0,1.22,0.8,6.68
4.42,-99.0,1.28,0.77,6.47
4.22,-99.0,1.37,0.74,6.33
4.23,-99.0,1.48,0.71,6.42
3.9,-99.0,1.6400000000000001,0.68,6.22
3.41,-99.0,1.8399999999999999,0.65,5.9
3.31,-99.0,2.03,0.62,5.96
3.09,-99.0,2.18,0.58,5.85
2.9,-99.0,2.25,0.55,5.7
2.93,-99.0,2.31,0.52,5.76
3.35,-99.0,1.94,0.54,5.83
3.52,-99.0,1.65,0.55,5.72
4.03,-99.0,1.49,0.56,6.08
4.24,-99.0,1.37,0.58,6.19
5.33,-99.0,1.47,0.61,7.41
5.97,-99.0,1.3,0.63,7.9
6.05,-99.0,1.13,0.68,7.86
6.32,-99.0,1.04,0.68,8.04
5.93,-99.0,1.02,0.68,7.63
5.79,-99.0,1.02,0.6900000000000001,7.5
6.01,-99.0,1.0,0.73,7.74
6.62,-99.0,2.02,0.8,9.44
11.17,-99.0,4.43,2.4,18.0
14.31,-99.0,9.5,4.51,28.32
22.4,-99.0,4.42,3.29,30.11
17.5,-99.0,2.7800000000000002,1.9,22.18
16.39,-99.0,2.92,1.53,20.84
16.57,-99.0,4.03,1.55,22.15
19.56,-99.0,4.83,1.92,26.31
22.71,-99.0,5.12,2.07,29.9
24.48,-99.0,5.61,2.33,32.42
28.32,-99.0,8.32,3.33,39.97
31.97,-99.0,8.79,3.85,44.61
33.34,-99.0,8.16,3.42,44.92
35.15,-99.0,8.31,3.34,46.8
28.09,-99.0,6.55,2.29,36.93
20.93,-99.0,5.49,1.9,28.32
17.65,-99.0,4.86,1.7000000000000002,24.21
14.75,-99.0,4.16,1.6099999999999999,20.52
14.97,-99.0,5.39,2.02,22.38
18.04,-99.0,4.93,1.97,24.94
14.5,-99.0,4.99,1.82,21.31
5.4,6.44,5.12,1.78,18.74
3.36,6.64,4.6,1.8599999999999999,16.46
3.03,6.33,4.22,1.6600000000000001,15.24
