0,1,2,3,4
0.9,8.8,4.17,1.69,15.56
-1.01,10.5,3.86,1.58,14.93
-2.21,10.57,3.62,1.51,13.49
-0.58,8.82,3.44,1.55,13.23
-4.1,12.0,3.54,1.55,12.99
-5.42,15.33,5.02,2.23,17.16
12.02,14.07,10.6,4.5600000000000005,41.25
32.98,13.31,18.83,8.23,73.35
57.19,11.52,27.77,10.62,107.1
80.74,8.62,38.4,13.67,141.43
93.86,11.6,47.9,18.01,171.37
107.55,15.74,51.88,21.42,196.59
89.25,20.07,46.32,20.98,176.62
84.72,15.53,40.53,19.82,160.6
65.0,11.26,31.05,17.49,124.8
55.26,7.59,26.17,16.0,105.02
53.6,5.31,25.88,15.58,100.37
67.76,4.36,26.25,15.34,113.71
50.98,3.71,21.91,13.11,89.71
52.86,4.22,22.87,14.67,94.62
66.58,4.45,25.15,15.98,112.16
67.7,4.23,23.84,16.62,112.39
49.46,3.47,17.87,14.18,84.98
38.97,3.13,14.53,11.83,68.46
33.18,3.09,13.2,10.96,60.43
42.76,4.92,21.59,15.61,84.88
104.71,8.98,38.22,34.87,186.78
123.76,8.41,35.42,39.61,207.2
89.6,7.39,28.27,34.88,160.14
92.41,8.42,29.8,39.8,170.43
102.33,8.1,28.74,41.9,181.07
98.71,8.55,28.19,44.19,179.64
114.16,12.37,33.19,63.1,222.82
188.2,17.7,44.96,102.73,353.59
184.62,17.7,44.57,100.58,347.47
157.61,13.43,31.55,80.5,283.09
109.28,9.05,21.03,52.13,191.49
79.73,8.59,16.81,43.6,148.73
83.73,12.03,22.22,52.02,170.0
133.72,18.39,33.01,71.02,256.14
156.43,19.98,35.6,77.96,289.97
165.52,18.62,45.04,87.66,316.84
184.47,17.42,41.08,87.98,330.95
146.64,17.75,32.43,80.22,277.04
150.0,18.39,29.26,86.51,284.16
156.9,19.85,29.38,90.18,296.31
187.56,19.72,32.57,105.76,345.61
158.78,14.74,25.39,83.85,282.76
117.9,11.82,19.12,62.07,210.91
90.27,13.65,18.89,54.17,176.98
121.7,15.17,23.97,64.27,225.11
102.33,9.99,16.31,45.26,173.89
56.71,7.8100000000000005,11.12,31.89,107.53
53.74,10.23,11.48,34.58,110.03
82.44,15.0,16.23,49.38,163.05
112.85,14.62,17.19,56.9,201.56
108.55,16.62,27.26,65.72,218.15
157.08,13.17,28.08,63.83,262.16
91.36,10.79,18.23,44.01,164.39
77.7,9.96,15.46,38.37,141.49
71.08,8.97,15.24,37.7,132.99
67.92,7.48,13.45,30.84,119.69
46.49,7.04,10.86,22.98,87.37
56.0,9.18,16.93,29.76,111.87
96.17,9.33,18.21,38.73,162.44
82.23,7.91,19.25,28.32,137.71
53.93,6.02,12.14,20.18,92.27
39.45,5.07,9.01,15.74,69.27
32.81,4.78,7.5,13.24,58.33
30.11,5.48,6.96,13.15,55.7
22.46,7.85,9.47,30.47,70.25
85.16,9.08,17.04,47.74,159.02
92.21,9.57,19.63,44.26,165.67
95.15,8.37,21.92,33.65,159.09
53.95,7.14,12.57,26.79,100.45
43.21,6.85,10.87,23.86,84.79
40.19,6.66,12.04,20.73,79.62
51.62,7.06,12.95,19.6,91.23
38.96,5.8,9.27,16.06,70.09
31.26,4.94,7.6,13.38,57.18
27.8,4.36,6.29,10.92,49.37
24.6,4.01,5.69,9.49,43.79
21.11,3.88,5.04,8.88,38.91
19.71,3.79,4.77,8.34,36.61
17.89,4.1,8.3,8.58,38.87
27.79,4.75,15.68,8.33,56.55
24.64,3.71,7.5,7.1,42.95
19.08,3.1,5.76,5.75,33.69
15.4,2.71,4.65,4.74,27.5
11.7,3.02,4.3,5.18,24.2
26.91,4.53,8.86,8.65,48.95
39.12,3.7199999999999998,9.49,9.04,61.37
25.44,3.07,6.18,6.17,40.86
35.91,5.16,20.9,7.72,69.69
35.45,3.6,12.35,7.7,59.1
25.52,2.83,7.78,5.63,41.76
18.07,2.39,5.41,4.41,30.28
13.43,2.03,4.15,3.58,23.19
11.06,2.99,3.47,3.08,20.6
16.66,2.87,8.26,2.9,30.69
14.68,2.03,9.22,2.94,28.87
10.91,1.75,5.14,2.85,20.65
9.78,1.8599999999999999,4.28,2.44,18.36
8.6,1.6800000000000002,4.05,2.04,16.37
8.68,1.76,6.42,1.8,18.66
9.96,1.77,8.01,1.7000000000000002,21.44
8.47,1.35,4.49,1.51,15.82
6.03,1.26,3.44,1.43,12.16
5.36,1.16,2.86,1.38,10.76
4.85,1.11,2.62,1.3,9.88
4.12,1.1,3.51,1.24,9.97
4.51,0.9500000000000001,2.94,1.18,9.58
4.25,0.8300000000000001,2.14,1.1400000000000001,8.36
3.94,0.77,1.7000000000000002,1.11,7.52
3.71,0.9400000000000001,1.78,1.04,7.47
3.54,1.04,3.52,0.9500000000000001,9.05
4.34,0.99,3.54,0.93,9.8
3.65,1.88,5.72,0.92,12.17
8.05,1.57,5.0,0.9500000000000001,15.57
5.95,1.34,3.33,1.03,11.65
5.41,1.3900000000000001,3.2,1.04,11.04
5.35,1.24,2.88,1.03,10.5
4.51,1.02,2.37,1.03,8.93
3.56,1.42,2.52,0.97,8.47
9.93,3.17,15.27,8.22,36.59
18.7,2.23,7.42,4.47,32.82
175.9,30.1,149.73,66.4,422.13
263.11,30.08,125.99,43.87,463.05
164.1,21.36,75.66,46.8,307.92
159.67,18.46,54.16,38.32,270.61
79.85,9.44,28.0,22.83,140.12
43.07,7.13,18.84,16.44,85.48
36.85,7.01,21.23,15.04,80.13
87.8,7.52,28.89,21.46,145.67
53.47,7.18,23.52,15.38,99.55
119.71,13.57,36.08,34.39,203.75
163.68,17.12,76.92,56.48,314.2
98.96,12.78,38.42,30.02,180.18
173.63,19.86,62.62,56.12,312.23
173.42,18.75,54.23,45.18,291.58
135.1,21.23,50.97,42.84,250.14
126.59,19.33,48.11,39.8,233.83
116.41,15.65,42.14,30.91,205.11
95.19,13.1,34.03,29.0,171.32
83.15,11.07,28.77,27.32,150.31
59.66,8.3,22.35,20.19,110.5
43.19,7.01,18.73,17.83,86.76
41.82,7.91,18.63,20.71,89.07
53.47,6.61,17.7,19.65,97.43
31.77,5.19,15.33,13.69,65.98
24.06,4.32,14.21,10.65,53.24
20.2,4.02,13.07,9.65,46.94
18.84,3.71,12.29,9.38,44.22
15.63,3.32,11.3,7.68,37.93
11.9,2.99,10.49,6.45,31.83
9.5,2.77,9.93,5.7,27.9
8.75,2.74,9.58,5.55,26.62
7.7,2.49,9.3,4.93,24.42
6.45,2.39,8.88,4.39,22.11
6.79,2.91,8.83,5.88,24.41
14.56,2.69,9.27,6.45,32.97
12.94,2.76,9.21,7.74,32.65
16.51,3.5,9.7,7.41,37.12
23.53,3.17,11.17,6.94,44.81
13.77,3.81,10.29,11.25,39.12
24.22,3.2800000000000002,10.46,11.3,49.26
36.49,5.63,11.85,30.19,84.16
77.98,4.96,16.9,24.86,124.7
70.55,8.31,26.79,40.55,146.2
142.49,12.35,34.35,77.68,266.87
171.92,11.33,30.81,73.21,287.27
94.57,7.37,21.84,37.11,160.89
54.78,5.69,15.86,24.39,100.72
36.09,5.01,14.4,18.75,74.25
30.1,6.3,14.27,19.25,69.92
35.33,5.47,14.58,18.05,73.43
26.39,5.8100000000000005,13.88,20.1,66.18
34.68,5.18,13.63,19.13,72.62
25.75,4.48,12.97,14.63,57.83
24.37,4.29,12.89,13.25,54.8
22.49,3.73,12.54,10.77,49.53
18.5,3.39,12.26,9.22,43.37
16.9,3.61,12.21,8.88,41.6
17.93,3.47,11.66,8.79,41.85
28.71,4.49,13.86,12.48,59.54
74.0,6.09,20.31,21.59,121.99
60.87,4.41,16.98,15.85,98.11
37.66,3.5,14.17,11.19,66.52
33.23,-99.0,13.24,10.08,56.55
26.32,-99.0,12.36,9.4,48.08
24.13,-99.0,11.83,9.47,45.43
39.8,-99.0,-99.0,12.28,52.08
26.84,3.27,11.8,9.87,51.78
25.13,2.9699999999999998,11.48,8.79,48.37
20.81,2.67,10.16,7.26,40.9
13.66,2.9,9.52,5.5600000000000005,31.64
6.59,3.42,9.56,4.66,24.23
18.41,3.06,10.14,6.95,38.56
19.87,2.73,10.31,6.41,39.32
15.35,2.71,11.37,6.09,35.52
16.1,2.8200000000000003,11.68,6.09,36.69
83.75,4.34,34.93,12.47,135.49
67.07,3.55,21.76,13.73,106.11
39.75,2.98,14.29,10.25,67.27
27.59,2.71,12.71,8.18,51.19
22.3,2.5700000000000003,11.95,7.33,44.15
18.31,2.51,11.45,7.12,39.39
16.66,2.55,11.1,7.68,37.99
23.74,2.47,11.03,8.25,45.49
19.34,2.89,10.48,7.03,39.74
37.1,6.08,15.63,9.47,68.28
48.1,4.86,13.72,11.01,77.69
33.37,4.17,8.7,8.02,54.26
31.46,4.05,8.42,7.26,51.19
22.85,3.15,7.55,6.19,39.74
17.46,3.12,6.4,5.65,32.63
22.54,2.69,-99.0,4.88,30.11
5.7,3.18,5.9,3.88,18.66
2.19,4.01,6.33,3.52,16.05
4.26,3.76,7.06,4.11,19.19
3.64,3.66,7.23,3.18,17.71
5.15,3.2800000000000002,6.52,3.68,18.63
11.6,2.35,4.88,3.6,22.43
9.23,2.24,4.46,3.37,19.3
11.65,2.11,5.89,3.46,23.11
9.05,2.11,5.8,3.1,20.06
5.35,2.37,5.15,2.74,15.61
-0.33,3.2800000000000002,5.09,2.37,10.41
-1.48,3.79,6.16,2.92,11.39
-2.56,4.1,6.96,2.35,10.85
-0.5700000000000001,4.21,7.82,3.11,14.57
4.76,3.56,6.36,3.19,17.87
8.7,2.26,4.05,2.88,17.89
4.28,2.58,3.85,2.45,13.16
5.11,1.94,3.89,2.89,13.83
8.15,1.6400000000000001,3.58,2.8200000000000003,16.19
6.34,1.71,3.37,2.55,13.97
-0.93,2.65,3.73,2.33,7.78
4.89,2.3,5.28,3.02,15.49
13.3,2.29,5.8,3.09,24.48
7.64,3.13,4.26,2.04,17.07
9.22,3.4,4.68,3.19,20.49
31.1,3.27,11.93,6.78,53.08
27.47,2.45,8.93,5.46,44.31
18.89,2.0,7.66,4.66,33.21
19.85,1.9300000000000002,7.75,4.44,33.97
16.38,2.16,7.2,3.99,29.73
9.66,3.03,7.19,3.73,23.61
10.69,3.64,7.15,3.59,25.07
8.23,4.7,7.21,2.9699999999999998,23.11
5.66,5.69,7.44,3.0,21.79
10.03,5.76,10.02,6.69,32.5
96.79,10.35,21.18,18.9,147.22
85.77,9.75,17.49,20.34,133.35
53.97,6.93,12.7,16.21,89.81
39.67,5.26,10.67,11.28,66.88
28.86,4.77,9.55,10.03,53.21
26.86,4.58,9.08,8.8,49.32
26.26,4.28,8.76,7.59,46.89
24.84,4.03,8.03,6.41,43.31
21.41,3.44,7.48,5.24,37.57
20.39,3.03,7.12,4.09,34.63
19.29,2.7199999999999998,6.65,3.52,32.18
14.63,2.56,-99.0,2.95,20.14
13.26,2.38,-99.0,2.37,18.01
12.23,2.17,-99.0,2.26,16.66
10.68,2.59,-99.0,2.46,15.73
10.37,2.08,-99.0,2.66,15.11
11.18,1.9100000000000001,-99.0,2.86,15.95
11.83,1.8900000000000001,-99.0,3.06,16.78
12.58,1.78,-99.0,3.26,17.62
12.59,1.9500000000000002,-99.0,3.92,18.46
15.34,1.82,-99.0,4.57,21.73
13.35,1.6600000000000001,-99.0,4.14,19.15
12.56,1.7000000000000002,-99.0,3.7,17.96
11.4,1.6099999999999999,-99.0,3.26,16.27
10.77,1.5899999999999999,-99.0,3.13,15.49
10.13,1.58,-99.0,3.0,14.71
9.52,1.54,-99.0,2.87,13.93
8.92,1.49,-99.0,2.74,13.15
8.3,1.46,-99.0,2.61,12.37
8.04,1.48,-99.0,2.54,12.06
7.67,1.6099999999999999,-99.0,2.47,11.75
7.42,1.6099999999999999,-99.0,2.4,11.43
7.22,1.57,-99.0,2.33,11.12
7.11,1.49,-99.0,2.21,10.81
6.91,1.5,-99.0,2.09,10.5
6.29,1.6,-99.0,1.96,9.85
6.09,1.54,-99.0,1.8399999999999999,9.47
6.54,1.48,-99.0,1.79,9.81
6.6,1.4,-99.0,1.7000000000000002,9.7
7.11,1.3900000000000001,-99.0,1.09,9.59
7.05,1.3900000000000001,-99.0,1.04,9.48
7.03,1.38,-99.0,0.96,9.37
7.04,1.33,-99.0,0.89,9.26
7.68,1.3,-99.0,0.9400000000000001,9.92
8.27,1.27,-99.0,1.04,10.58
8.98,1.26,-99.0,0.97,11.21
9.4,1.25,-99.0,1.19,11.84
10.03,1.25,-99.0,1.2,12.48
10.15,1.32,-99.0,1.65,13.12
13.02,1.62,-99.0,2.27,16.91
13.0,1.4,-99.0,2.21,16.61
9.33,1.33,-99.0,1.21,11.87
4.08,1.28,5.26,1.19,11.81
5.12,1.28,4.07,1.16,11.63
5.34,1.35,3.65,1.12,11.46
5.29,1.37,3.25,1.01,10.92
8.01,1.6800000000000002,3.74,1.9500000000000002,15.38
27.17,2.5700000000000003,11.71,11.13,52.58
31.41,2.14,31.94,17.59,83.08
18.03,4.15,29.23,13.8,65.21
38.24,9.46,35.95,22.46,106.11
17.38,6.43,24.41,12.95,61.17
19.36,3.8200000000000003,15.51,9.8,48.49
17.37,2.73,12.63,8.32,41.05
16.93,2.44,10.02,5.64,35.03
14.6,2.19,8.31,5.24,30.34
14.21,1.98,6.25,4.72,27.16
10.31,1.83,5.52,4.13,21.79
9.96,2.08,5.25,3.74,21.03
10.11,1.76,4.85,3.56,20.28
10.04,1.69,4.51,3.2800000000000002,19.52
9.85,1.6,4.38,2.93,18.76
8.28,1.56,5.85,2.32,18.01
0.07,1.54,13.0,2.79,17.4
15.84,1.55,12.78,3.26,33.43
28.06,1.57,7.07,3.15,39.85
29.25,1.53,5.37,3.04,39.19
23.73,1.49,7.88,2.93,36.03
17.98,1.49,10.48,2.8200000000000003,32.77
20.27,1.46,7.46,2.71,31.9
26.48,1.3900000000000001,3.6,2.6,34.07
26.42,1.34,3.31,2.54,33.61
26.6,1.37,3.19,2.45,33.61
25.82,1.29,3.31,2.39,32.81
24.1,1.26,3.74,2.2,31.3
22.42,1.26,3.74,2.04,29.46
20.22,1.26,3.86,1.9500000000000002,27.29
18.61,1.26,3.36,1.8900000000000001,25.12
16.29,1.26,3.58,1.81,22.94
33.35,1.26,3.96,1.92,40.49
46.62,2.59,5.38,3.61,58.2
124.64,6.24,9.31,7.77,147.96
110.14,2.85,9.42,5.96,128.37
54.05,2.11,8.95,4.84,69.95
35.73,1.74,7.58,3.9699999999999998,49.02
32.54,1.56,6.64,3.34,44.08
28.67,1.42,6.07,2.98,39.14
24.45,1.35,5.65,2.76,34.21
24.4,1.32,5.46,2.5300000000000002,33.71
21.15,1.46,5.16,2.31,30.08
16.25,1.35,5.33,2.65,25.58
19.91,1.29,5.14,2.34,28.68
18.99,1.26,5.08,2.33,27.66
19.56,1.26,6.05,2.58,29.45
41.67,1.44,8.89,4.63,56.63
55.23,1.6099999999999999,10.4,5.8100000000000005,73.05
56.2,1.79,11.62,6.77,76.38
45.57,1.63,10.21,4.45,61.86
35.95,1.54,8.82,3.95,50.26
35.75,1.82,11.03,5.46,54.06
52.45,2.0,14.26,6.55,75.26
52.81,2.01,13.7,5.77,74.29
44.49,1.8900000000000001,12.14,4.99,63.51
39.04,1.96,11.85,4.88,57.73
38.67,1.8599999999999999,11.33,4.26,56.12
37.29,1.76,10.56,3.95,53.56
35.07,1.6800000000000002,9.36,3.75,49.86
31.54,1.74,8.64,3.73,45.65
47.22,2.71,11.0,6.68,67.61
78.18,4.42,18.81,11.87,113.28
109.31,8.66,29.64,17.48,165.09
117.06,8.11,34.86,22.1,182.13
157.66,12.27,54.48,33.74,258.15
205.34,14.32,87.89,48.96,356.51
201.88,14.96,91.22,55.96,364.02
183.05,17.38,78.24,66.74,345.41
188.01,18.81,77.86,78.94,363.62
181.85,18.22,71.12,81.27,352.46
170.07,16.25,59.13,76.36,321.81
175.84,18.49,73.37,79.06,346.76
184.1,20.75,77.4,88.3,370.55
174.65,21.77,67.54,88.96,352.92
169.07,21.28,61.02,88.49,339.86
167.06,18.63,53.03,85.61,324.33
152.59,16.09,42.59,80.57,291.84
138.67,15.69,37.85,76.73,268.94
132.29,17.82,37.68,78.02,265.81
130.9,19.56,39.37,94.64,284.47
153.28,23.35,42.0,103.32,321.95
180.31,37.05,54.98,127.04,399.38
299.4,66.38,85.52,162.89,614.19
407.18,38.35,71.68,168.69,685.9
317.45,31.52,47.27,138.92,535.16
202.36,25.74,34.34,115.25,377.69
182.72,19.36,30.24,98.69,331.01
147.72,12.85,18.55,62.52,241.64
113.57,8.94,12.1,38.03,172.64
89.05,7.67,9.81,27.48,134.01
95.06,8.89,14.13,29.22,147.3
132.52,10.01,18.17,32.53,193.23
124.72,9.78,23.65,28.72,186.87
154.45,19.09,34.03,49.05,256.62
182.06,17.59,35.09,54.43,289.17
148.26,14.41,31.94,47.06,241.67
133.38,10.34,24.1,37.13,204.95
126.09,8.87,22.56,31.84,189.36
127.69,8.1,23.36,28.97,188.12
118.97,7.32,23.67,26.49,176.45
108.93,8.27,24.79,31.7,173.69
115.27,9.08,24.89,37.01,186.25
106.66,9.62,22.61,35.5,174.39
101.81,9.92,20.07,33.65,165.45
123.33,14.2,20.1,36.48,194.11
126.09,11.82,20.81,31.92,190.64
100.76,10.31,17.78,24.8,153.65
99.13,10.61,15.89,24.77,150.4
102.18,12.03,14.97,26.48,155.66
109.36,13.16,15.05,27.92,165.49
122.43,13.72,15.42,32.18,183.75
116.05,15.41,15.36,34.86,181.68
125.3,13.18,15.23,34.19,187.9
114.8,11.78,14.43,32.34,173.35
100.16,10.05,13.5,26.4,150.11
93.76,9.32,12.95,24.72,140.75
88.79,9.2,12.38,22.03,132.4
78.14,12.39,12.38,26.92,129.83
111.97,10.7,14.28,29.08,166.03
85.72,8.64,12.35,20.77,127.48
80.01,8.63,11.14,19.89,119.67
84.58,12.16,11.55,35.77,144.06
116.57,14.69,19.04,43.83,194.13
173.29,19.1,41.1,54.11,287.6
161.31,16.76,38.89,43.29,260.25
108.89,12.41,20.13,28.08,169.51
76.23,11.96,13.96,22.73,124.88
50.32,11.96,13.72,22.02,98.02
56.84,14.48,13.86,31.08,116.26
105.26,11.33,15.2,35.47,167.26
81.56,9.51,13.67,24.94,129.68
5.68,9.64,12.89,22.68,50.89
-9.69,10.73,12.99,25.87,39.9
72.33,14.64,27.13,48.72,162.82
68.09,12.28,21.31,30.93,132.61
24.35,11.4,14.27,25.61,75.63
56.19,12.19,12.37,62.57,143.32
99.87,9.58,13.28,42.01,164.74
24.69,7.73,11.84,26.28,70.54
14.73,7.77,11.62,23.18,57.3
30.48,11.19,16.0,28.95,86.62
75.43,11.97,31.54,31.56,150.5
37.92,14.33,19.66,34.3,106.21
161.16,17.55,31.78,42.3,252.79
75.28,11.1,19.86,33.43,139.67
53.95,8.27,13.79,23.95,99.96
26.15,7.14,11.74,17.77,62.8
18.96,6.29,11.3,14.21,50.76
17.31,5.72,11.06,12.43,46.52
15.49,5.12,10.51,11.04,42.16
15.88,5.14,10.59,10.03,41.64
18.31,5.23,11.1,9.71,44.35
21.21,5.95,14.05,10.51,51.72
21.2,5.72,14.33,11.98,53.23
18.88,4.5600000000000005,12.05,9.88,45.37
14.99,4.54,10.66,8.74,38.93
15.79,4.46,10.9,10.46,41.61
20.4,4.18,10.74,11.43,46.75
23.3,3.67,10.19,9.72,46.88
20.5,3.38,9.47,7.92,41.27
17.01,3.37,8.42,7.01,35.81
12.92,4.58,9.07,8.13,34.7
26.83,5.93,10.4,16.11,59.27
29.64,4.2,11.17,12.3,57.31
28.14,3.76,12.86,10.83,55.59
20.29,3.19,10.79,8.03,42.3
14.08,2.87,9.48,6.46,32.89
10.73,2.63,8.66,5.37,27.39
8.0,2.38,7.97,4.52,22.87
5.97,2.21,7.44,3.95,19.57
5.02,2.04,6.95,3.52,17.53
3.61,1.94,6.46,3.07,15.08
3.32,1.8900000000000001,5.78,2.75,13.74
2.04,1.96,5.35,4.09,13.44
4.84,1.73,4.98,3.83,15.38
5.15,1.9300000000000002,5.64,3.06,15.78
9.98,2.86,10.87,4.65,28.36
8.76,1.98,8.46,3.64,22.84
4.83,1.6800000000000002,7.1,2.85,16.46
53.15,1.51,6.23,2.35,63.24
40.37,1.43,5.59,1.88,49.27
0.99,1.35,5.14,1.71,9.19
1.27,1.28,4.74,1.42,8.71
1.43,1.28,4.28,1.33,8.32
1.53,1.38,3.94,1.29,8.14
5.49,1.78,-99.0,1.72,8.99
6.62,1.5899999999999999,-99.0,2.01,10.22
3.13,1.94,-99.0,5.03,10.1
2.7199999999999998,2.6,5.38,13.43,24.13
14.67,1.99,2.47,7.0,26.13
10.15,3.31,2.54,6.93,22.93
77.07,4.19,4.48,11.07,96.81
92.04,3.02,3.9,9.17,108.13
45.47,2.43,2.87,6.36,57.13
15.65,2.15,2.39,5.0,25.19
9.02,1.92,2.01,4.04,16.99
6.5,2.25,1.79,3.73,14.27
11.33,3.52,4.0,5.96,24.81
114.61,2.41,3.61,4.94,125.57
8.71,3.2800000000000002,3.17,6.93,22.09
28.57,3.96,8.38,13.12,54.03
24.67,2.77,4.36,9.04,40.84
17.21,2.37,3.44,6.66,29.68
12.53,2.14,3.02,5.41,23.1
10.18,2.07,2.68,4.55,19.48
10.15,2.54,2.61,4.43,19.73
77.97,12.3,47.32,36.19,173.78
148.17,15.55,40.47,37.25,241.44
72.93,8.13,18.24,21.6,120.9
39.85,5.69,10.66,13.82,70.02
29.99,4.57,8.47,10.8,53.83
26.77,5.45,8.6,11.37,52.19
87.25,8.35,18.34,23.36,137.3
111.49,8.82,21.04,57.25,198.6
101.91,9.8,29.84,29.96,171.51
97.16,9.43,30.39,28.05,165.03
74.73,11.57,21.97,46.25,154.52
106.33,10.05,21.16,45.57,183.11
55.65,7.07,14.18,24.75,101.65
35.84,5.82,11.42,17.43,70.51
23.56,8.62,12.79,21.9,66.87
397.79,34.66,113.45,132.57,678.47
282.14,24.49,52.43,90.94,450.0
404.41,47.68,100.66,127.21,679.96
415.41,27.39,72.55,116.22,631.57
165.17,15.08,33.61,61.03,274.89
141.12,14.69,44.26,73.85,273.92
202.96,12.93,35.69,90.32,341.9
187.47,18.16,37.21,65.59,308.43
122.97,11.11,24.53,39.92,198.53
77.05,8.34,17.16,27.53,130.08
53.96,6.9,14.3,21.21,96.37
39.14,6.14,12.9,17.12,75.3
32.13,5.69,12.06,15.33,65.21
29.04,5.02,11.49,14.76,60.31
25.79,4.37,10.45,12.93,53.54
34.68,4.23,-99.0,11.14,50.05
39.98,5.68,-99.0,11.13,56.79
42.0,5.14,-99.0,11.98,59.12
62.25,5.37,-99.0,13.41,81.03
43.91,4.14,-99.0,10.71,58.76
37.78,3.84,-99.0,9.69,51.31
29.99,3.11,-99.0,7.87,40.97
26.2,3.08,-99.0,6.92,36.2
27.12,3.17,-99.0,7.03,37.32
25.09,3.12,-99.0,6.92,35.13
25.14,3.46,-99.0,7.2,35.8
27.3,3.49,-99.0,7.35,38.14
25.57,3.17,-99.0,6.71,35.45
23.62,3.08,-99.0,6.49,33.19
23.21,2.96,-99.0,6.22,32.39
28.62,2.83,-99.0,6.49,37.94
23.31,2.34,-99.0,5.65,31.3
18.07,2.44,-99.0,5.08,25.59
18.5,2.31,-99.0,4.59,25.4
18.04,2.46,-99.0,5.17,25.67
17.35,2.15,-99.0,4.51,24.01
16.12,2.1,-99.0,3.95,22.17
14.38,1.9500000000000002,-99.0,3.62,19.95
13.52,1.99,-99.0,3.59,19.1
13.42,2.02,-99.0,3.36,18.8
16.07,2.02,-99.0,3.55,21.64
17.29,2.02,-99.0,3.61,22.92
15.03,1.99,-99.0,2.79,19.81
15.0,2.19,-99.0,3.66,20.85
42.74,2.68,-99.0,7.75,53.17
88.57,2.99,-99.0,11.41,102.97
80.27,3.32,-99.0,12.65,96.24
82.06,5.11,-99.0,12.68,99.85
61.8,3.95,-99.0,11.7,77.45
45.58,3.38,-99.0,10.06,59.02
37.99,3.1,-99.0,8.72,49.81
73.76,4.5,-99.0,12.65,90.91
63.51,3.58,-99.0,10.11,77.2
50.12,4.7,-99.0,9.91,64.73
114.67,4.44,-99.0,11.76,130.87
74.24,3.58,-99.0,8.67,86.49
53.72,3.65,-99.0,8.21,65.58
44.83,3.66,-99.0,7.96,56.45
40.99,3.64,-99.0,7.71,52.34
38.79,3.41,-99.0,7.45,49.65
34.2,4.09,-99.0,7.2,45.49
26.96,4.73,-99.0,6.95,38.64
27.65,5.26,-99.0,6.95,39.86
28.35,4.96,-99.0,6.95,40.26
51.91,7.6,-99.0,8.49,68.0
51.09,6.2,-99.0,7.34,64.63
36.88,5.87,-99.0,7.58,50.33
33.1,5.5,-99.0,7.36,45.96
26.38,5.26,-99.0,7.09,38.73
28.7,4.22,-99.0,7.26,40.18
29.57,3.5,-99.0,6.09,39.16
20.97,3.9,-99.0,4.98,29.85
18.3,4.11,-99.0,5.39,27.8
24.04,3.52,-99.0,5.65,33.21
29.65,4.73,-99.0,6.38,40.76
55.44,4.8,-99.0,8.44,68.68
49.14,3.17,-99.0,6.99,59.3
55.33,2.93,-99.0,6.5,64.76
47.24,3.0,-99.0,5.47,55.71
48.86,4.92,-99.0,5.38,59.16
49.38,3.65,-99.0,5.36,58.39
53.96,3.27,-99.0,5.97,63.2
97.15,5.02,-99.0,10.91,113.08
90.74,3.8,-99.0,10.96,105.5
75.55,3.32,-99.0,10.34,89.21
58.46,2.96,-99.0,8.71,70.13
47.69,2.71,-99.0,7.92,58.32
42.26,2.52,-99.0,6.61,51.39
37.6,2.52,-99.0,5.93,46.05
33.36,2.5,-99.0,5.79,41.65
24.36,2.94,-99.0,5.32,32.62
25.12,3.83,-99.0,6.66,35.61
28.14,4.24,-99.0,5.14,37.52
22.55,4.29,-99.0,4.73,31.57
16.83,4.4,-99.0,4.0,25.23
13.48,4.97,-99.0,3.26,21.71
15.44,4.01,-99.0,3.92,23.37
24.19,2.88,-99.0,3.92,30.99
21.96,2.21,-99.0,3.92,28.09
24.14,2.06,-99.0,3.92,30.12
26.4,1.9500000000000002,-99.0,4.89,33.24
23.62,1.92,-99.0,4.32,29.86
22.98,1.92,-99.0,4.51,29.41
21.8,1.96,-99.0,4.0,27.76
20.35,2.08,-99.0,4.14,26.57
19.49,2.04,-99.0,4.43,25.96
18.96,1.96,-99.0,4.8,25.72
21.29,1.94,-99.0,4.97,28.2
22.18,1.9100000000000001,-99.0,4.62,28.71
21.09,1.92,-99.0,4.3,27.31
19.84,1.92,-99.0,4.1,25.86
20.32,1.8399999999999999,-99.0,4.21,26.37
19.25,1.82,-99.0,4.1,25.17
21.86,1.79,-99.0,4.31,27.96
25.56,1.82,-99.0,3.93,31.31
22.31,1.82,-99.0,3.88,28.01
21.54,1.88,-99.0,4.13,27.55
24.54,1.82,-99.0,4.27,30.63
29.17,1.75,-99.0,4.48,35.4
25.84,1.71,-99.0,4.33,31.88
21.63,1.78,-99.0,3.96,27.37
22.44,1.72,-99.0,3.89,28.05
20.58,1.6800000000000002,-99.0,3.73,25.99
19.52,1.7000000000000002,-99.0,3.15,24.37
18.61,1.73,-99.0,3.26,23.6
16.76,1.7000000000000002,-99.0,3.44,21.9
17.45,1.6800000000000002,-99.0,3.67,22.8
18.89,1.71,-99.0,3.7,24.3
22.28,1.72,-99.0,4.15,28.15
26.54,1.73,-99.0,4.53,32.8
34.68,1.73,-99.0,4.91,41.32
46.37,1.9500000000000002,-99.0,4.71,53.03
41.04,2.2800000000000002,-99.0,3.77,47.09
43.05,2.45,-99.0,5.55,51.05
53.53,2.66,-99.0,6.18,62.37
46.36,2.27,-99.0,5.17,53.8
40.16,2.0,-99.0,4.84,47.0
34.72,1.8599999999999999,-99.0,4.78,41.36
28.03,1.8,-99.0,4.71,34.54
24.1,1.78,-99.0,4.65,30.53
