Precipitation,Temperature,Radiation,Wind,Relative Humidity
-0.00011684919,-0.00012717904,-0.0001410875,-0.00013407198,-0.000110375564
-0.00011459185,-0.000117940515,-0.00014053383,-0.0001369776,-0.00011563381
-0.00012453142,-0.00012810816,-0.00014816299,-0.00014009149,-0.00011859431
-0.00013488269,-0.00013445596,-0.0001476784,-0.00014457921,-0.00012249663
-0.00014443019,-0.00014226398,-0.00015804009,-0.00014970337,-0.00012581717
-0.00013691849,-0.00013933022,-0.00015776616,-0.00014943343,-0.00012375232
-0.00012354144,-0.00012468697,-0.00014212512,-0.00013642253,-0.00011208168
-0.00011864046,-0.000125606,-0.00014371997,-0.00013662162,-0.000108318476
-0.000105781226,-0.000112391506,-0.00013396515,-0.00012760605,-0.00010445326
-0.00012308182,-0.00011940903,-0.00013850059,-0.00013091216,-0.000112413065
-0.00013132437,-0.00013085456,-0.00015203917,-0.00014871373,-0.00013087672
-0.00013800494,-0.00013940386,-0.0001635539,-0.00015454607,-0.00014994778
-0.00014193213,-0.00013602784,-0.00015500595,-0.00015191198,-0.00014834513
-0.00016003088,-0.0001537031,-0.00016640476,-0.00015797696,-0.00013924706
-0.00015621874,-0.00015546402,-0.00017225453,-0.00016771376,-0.00014806696
-0.00015203081,-0.00014824793,-0.00016828478,-0.00016475216,-0.00014120268
-0.00013315171,-0.00012891478,-0.00014720052,-0.00013736839,-0.00011357686
-0.00012185421,-0.000112542235,-0.00012885414,-0.00012492632,-9.463017e-05
-0.00011695931,-0.00011786933,-0.00012773258,-0.0001220804,-9.552607e-05
-0.00011553009,-0.00011488278,-0.00012934131,-0.00012505703,-9.977759e-05
-0.000116999596,-0.00012583243,-0.00014836273,-0.0001407783,-0.00010962735
-0.00011120748,-0.00010992018,-0.00012517662,-0.000118101794,-8.651329e-05
-0.00011645542,-0.00011913716,-0.00014096512,-0.000131059,-0.00010440817
-0.00012708745,-0.00012897224,-0.00014777492,-0.00014257162,-0.00011601623
-0.00013654362,-0.00013202713,-0.00015354044,-0.00014853523,-0.0001279481
-0.00014789065,-0.00014642689,-0.0001668724,-0.00015838459,-0.00013233312
-0.00013491296,-0.00013737043,-0.0001608131,-0.00014992777,-0.00011900282
-0.000117533644,-0.000114369264,-0.00013795389,-0.00013228517,-0.000102756894
-0.00012079975,-0.000115631825,-0.0001371466,-0.00013335768,-0.00010705041
-0.00012796409,-0.00012793095,-0.00015090629,-0.00014417259,-0.00011771147
-0.00012587114,-0.00012590409,-0.00015135574,-0.00014398382,-0.00011599507
-0.000114582384,-0.00012005195,-0.00014156525,-0.00013506779,-0.00010712874
-0.000115408875,-0.000117204654,-0.00013577449,-0.0001321157,-0.000106215746
-0.00011671204,-0.00012184136,-0.0001447118,-0.0001446598,-0.00012231109
-0.00012600004,-0.00012481227,-0.00014483972,-0.00013955675,-0.00012472075
